targeted_productivity,no_of_style_change,idle_men,team,smv,quarter_Quarter5,department_sweing,idle_time,quarter_Quarter3,incentive,quarter_Quarter4,no_of_workers,actual_productivity
-2.3457978829390247,-0.35147059302246725,-0.11295745070301455,0.454132820061984,0.0025429357288481273,0.0,1.0,-0.057448679610286366,0.0,-0.09495739394934641,1.0,0.7834213659582087,-1.346965470110421
0.20806400256868077,-0.35147059302246725,-0.11295745070301455,0.7428194826292674,1.2846153994352028,0.0,1.0,-0.057448679610286366,0.0,0.04238582636493318,0.0,1.053719802272191,0.08884286938579028
0.7188363796702223,-0.35147059302246725,-0.11295745070301455,-1.5666738179090003,-1.0163528568816904,0.0,0.0,-0.057448679610286366,0.0,-0.23854348791427507,0.0,-1.1987671670109945,1.0323814224244263
0.7188363796702223,-0.35147059302246725,-0.11295745070301455,0.16544615749470054,0.9903692602239081,0.0,1.0,-0.057448679610286366,0.0,0.04238582636493318,0.0,0.9861451931936953,0.6593332070993156
0.7188363796702223,-0.35147059302246725,-0.11295745070301455,-1.2779871553417168,-0.9076097184775163,0.0,0.0,-0.057448679610286366,0.0,-0.23854348791427507,1.0,-0.65817029438303,0.5442864583204293
0.7188363796702223,-0.35147059302246725,-0.11295745070301455,-0.9893004927744333,0.6815021948406239,0.0,1.0,-0.057448679610286366,0.0,0.38574387715063213,0.0,1.008670062886527,1.2327208000943384
-2.3457978829390247,-0.35147059302246725,-0.11295745070301455,-0.41192716763986637,-0.9971628912809536,0.0,0.0,-0.057448679610286366,0.0,-0.23854348791427507,0.0,-1.1987671670109945,-0.721842812286025
-1.324253128735943,-0.35147059302246725,-0.11295745070301455,0.454132820061984,0.8405047669610131,0.0,1.0,-0.057448679610286366,0.0,-0.23854348791427507,0.0,0.9185705841151998,-1.5374698164372722
0.20806400256868077,-0.35147059302246725,-0.11295745070301455,1.3201928077638343,-0.9971628912809536,0.0,0.0,-0.057448679610286366,0.0,-0.23854348791427507,0.0,-1.1987671670109945,-2.2308581635182225
0.7188363796702223,-0.35147059302246725,-0.11295745070301455,1.031506145196551,-1.0163528568816904,0.0,0.0,-0.057448679610286366,0.0,-0.23854348791427507,1.0,-1.1987671670109945,-2.0018547014080346
-0.8134807516344013,-0.35147059302246725,-0.11295745070301455,1.3201928077638343,-0.015733221986139044,0.0,1.0,-0.057448679610286366,1.0,0.03614295271428411,0.0,1.008670062886527,-0.48594498686580206
-1.324253128735943,-0.35147059302246725,-0.11295745070301455,1.3201928077638343,-1.1113888769996239,0.0,0.0,-0.057448679610286366,1.0,-0.23854348791427507,0.0,-1.108667688239667,-0.11323285787573568
0.7188363796702223,-0.35147059302246725,4.475619534302927,0.16544615749470054,1.3741685722386403,0.0,1.0,0.21793031721728198,0.0,-0.23854348791427507,0.0,1.053719802272191,-0.8916354649807415
-0.3027083745328608,1.98580885057694,-0.11295745070301455,0.7428194826292674,0.34065185345611193,0.0,1.0,-0.057448679610286366,0.0,-0.0512572783948029,1.0,1.008670062886527,-0.619412072730273
0.20806400256868077,-0.35147059302246725,-0.11295745070301455,-0.7006138302071498,-0.9971628912809536,0.0,0.0,-0.057448679610286366,1.0,-0.23854348791427507,0.0,-0.65817029438303,-2.567796511779335
-2.3457978829390247,-0.35147059302246725,-0.11295745070301455,-0.41192716763986637,-1.0163528568816904,0.0,0.0,-0.057448679610286366,0.0,-0.23854348791427507,0.0,-1.1987671670109945,0.7039202577975385
0.7188363796702223,-0.35147059302246725,7.534670857640223,-0.41192716763986637,1.3741685722386403,0.0,1.0,0.2966100305965872,0.0,-0.23854348791427507,1.0,1.1438192810435184,-2.4505402917864214
0.7188363796702223,-0.35147059302246725,-0.11295745070301455,-0.12324050507258291,-1.1113888769996239,0.0,0.0,-0.057448679610286366,0.0,-0.23854348791427507,1.0,-1.1987671670109945,0.5550321888970994
0.7188363796702223,-0.35147059302246725,-0.11295745070301455,-0.12324050507258291,-1.1113888769996239,0.0,0.0,-0.057448679610286366,1.0,-0.23854348791427507,0.0,-1.1987671670109945,-0.7503352802451709
0.20806400256868077,-0.35147059302246725,-0.11295745070301455,1.3201928077638343,2.550239321198069,0.0,1.0,-0.057448679610286366,0.0,0.011171458111687821,1.0,1.008670062886527,-0.8249822141473749
0.7188363796702223,-0.35147059302246725,-0.11295745070301455,0.454132820061984,0.9903692602239081,0.0,1.0,-0.057448679610286366,0.0,0.04238582636493318,0.0,0.9861451931936953,0.6605273701089527
0.7188363796702223,-0.35147059302246725,-0.11295745070301455,-1.2779871553417168,-1.0163528568816904,0.0,0.0,-0.057448679610286366,0.0,-0.23854348791427507,0.0,-1.1987671670109945,0.4913935825715781
-0.3027083745328608,-0.35147059302246725,-0.11295745070301455,0.454132820061984,-0.9971628912809536,0.0,0.0,-0.057448679610286366,1.0,-0.23854348791427507,0.0,-1.1987671670109945,-0.7443654337455028
0.20806400256868077,-0.35147059302246725,-0.11295745070301455,0.7428194826292674,-1.1113888769996239,0.0,0.0,-0.057448679610286366,0.0,-0.23854348791427507,0.0,-1.1537174276253308,1.1117273640143226
