temp,atemp,hum,hr_17,hr_18,yr_1,hr_4,hr_3,hr_8,hr_5,hr_2,hr_1,season_3,hr_16,hr_19,cnt
-1.438475009903422,-1.7106472694717578,-0.9704504247011498,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0390075648945178
-0.7114142491684416,-0.740616481999762,0.42902208980872136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.559371688817133
-0.08821931139560098,-0.03535114641724297,0.7400159819220263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.46564973602040255
1.05430474118794,0.9346796410547527,-1.229612001462237,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7230335145855948
1.1581705641500804,1.3751795247477945,1.1028421893875484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.035631364364816114
1.4697680330365008,1.3751795247477945,-0.5557919018834101,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4380844557860701
0.6388414493393798,0.8462305230609054,-1.0222827400533674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7031181459152939
-0.9191458950927217,-0.8290655999936092,-0.5039595865311925,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15181254122864465
-0.6075484262063015,-0.47643293220234983,0.6881836665698089,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9181273317430871
-0.19208513435774088,-0.12380026441109017,0.48085440516093886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002553028083617154
-2.3732674165626833,-2.3274634870604296,-0.2966303251223231,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.027981452800785
-1.230743363979142,-1.1816982677848686,0.1180281976954169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9563117241915204
-0.2959509573198811,-0.21166748031287264,-0.45212727117897505,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1955099897239444
1.1581705641500804,1.1988631908521648,0.16986051304763441,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.395626352303307
-0.2959509573198811,-0.21166748031287264,0.48085440516093886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2837188864738083
0.74270727230152,0.7583633071591229,0.3253574591042863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.482188904161002
-0.3998167802820213,-0.30011659830671983,0.7400159819220263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7743808746449261
-0.6075484262063015,-0.47643293220234983,1.2583391354442008,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8350244911604575
-1.7500724787898427,-1.8869636033673876,-0.8149534786444975,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.134866373208413
-0.9191458950927217,-1.005381933889239,-1.903432101041064,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4991350721812337
-0.6075484262063015,-0.47643293220234983,0.6881836665698089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9342595000040544
1.3659022100743607,1.2873123088460119,-0.40029495582675756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0449276208210165
1.1581705641500804,1.1109959749503824,-0.7631211632922801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0890320691959485
-1.023011718054862,-1.1816982677848686,-0.5557919018834101,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9177203318634549
-1.023011718054862,-1.0932491497910213,-1.229612001462237,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4325713997392036
