like,share,comment,Lifetime Post reach by people who like your Page,Lifetime Engaged Users,Lifetime Post Total Reach,Lifetime People who have liked your Page and engaged with your post,Lifetime Post Consumers,Lifetime Post Total Impressions,Lifetime Post Impressions by people who have liked your Page,Lifetime Post Consumptions,Category,Paid,Total Interactions
-0.32363518223950394,-0.2834040546169872,-0.35324261743206015,-0.5917056020360789,-0.37597740633224414,-0.48469560744898255,-0.468376042206081,-0.33515050407310454,-0.31766818536905467,-0.21619258533212585,-0.34246326812797295,0.14073362673325474,-0.6198963366112468,-0.3264313236114732
-0.4907285930907633,-0.5186331836151507,-0.35324261743206015,-0.57816747750209,-0.35668839200958025,-0.4977118671070684,-0.42757474508652804,-0.2705616358497198,-0.327797965472575,-0.21682813223580719,-0.3169708408885781,-1.032046596043867,-0.6198963366112468,-0.4947491185771056
-0.3267295046626754,-0.1422665772180892,-0.35324261743206015,-0.5825934028305094,-0.23283261583247525,-0.45307840915788894,-0.2839541792257016,-0.16178038410507178,-0.30960863024813035,-0.22437107048739363,-0.2509904409748501,-1.032046596043867,-0.6198963366112468,-0.3132814958797832
0.6170388344046226,0.7751270258747479,0.11888063494973634,-0.05018062067652233,-0.2094827563892505,0.12632104102771502,-0.0326181889692554,-0.4065382005305298,0.12972175568115527,-0.0820587388183273,-0.34746178327295235,1.3135138495103764,1.609946600839281,0.6177263075238707
-0.35457840647121863,-0.4715873578155179,-0.35324261743206015,-0.6122731373857928,-0.5516089577964997,-0.5104642836639768,-0.5565068439843154,-0.5379822130553128,-0.336768940397158,-0.2282178017465175,-0.506414564883297,0.14073362673325474,-0.6198963366112468,-0.3737707034455573
-0.43503078947367685,-0.5656790094147833,-0.16439331647934155,-0.5182873112940621,-0.3414602228074772,-0.4647754533100877,-0.2774259716865731,-0.26489594565468605,-0.3077076689433566,-0.19756102610315185,-0.2864798985042038,-1.032046596043867,-0.6198963366112468,-0.44214980765034545
-0.469068336128563,-0.5656790094147833,-0.0227563407648026,0.06645552915476678,1.184402331243251,-0.2917823266380957,2.2277736714539786,1.4506750454015338,-0.20307667548334418,-0.053893976034133186,5.327852312336646,-1.032046596043867,-0.6198963366112468,-0.4631895320210495
-0.25246576650656016,-0.18931240301772184,-0.35324261743206015,-0.5630672616757177,-0.385114307853506,-0.459234748185362,-0.48306450916912,-0.35894640289224633,-0.30054651334318155,-0.20731165359910503,-0.3739539135413431,0.14073362673325474,-0.6198963366112468,-0.25542225386034706
0.0507778309642438,0.16353129047952322,-0.06996866600298225,0.47155787097951196,-0.0440033177263971,0.5734471498230415,-0.07668358985837259,-0.06659678882850477,0.18069616327149232,0.05859782591746396,-0.15901776230722936,-1.032046596043867,-0.6198963366112468,0.05754364615387554
-0.5278604621688209,-0.6362477481142323,-0.35324261743206015,-0.7726478434038153,-0.6267345925268748,-0.5793273330712821,-0.5679312071777902,-0.5674438020694883,-0.3673275443855414,-0.25894147706395493,-0.5419040224126506,-1.032046596043867,-0.6198963366112468,-0.5394585328648517
-0.46597401370539154,-0.37749570621625256,-0.3060302921938805,-0.7455715943358375,-0.7394230446224376,-0.5373762799840731,-0.7817300040842478,-0.7113523330233456,-0.34708100446141005,-0.253907276590058,-0.5968876890074238,0.14073362673325474,-0.6198963366112468,-0.4552996353820355
-0.10084396777115819,0.09296255178007422,0.11888063494973634,-0.4893886223849704,-0.4399357169810771,-0.43126737946055593,-0.4161503818930532,-0.44506489385675935,-0.2914713761553233,-0.19828019759942284,-0.34596222872945853,0.14073362673325474,1.609946600839281,-0.06869470007034871
-0.46287969128222006,-0.542156096514967,-0.25881796695570086,-0.6660351126986527,-0.5912021977219676,-0.5378160184860354,-0.5581388958690975,-0.5379822130553128,-0.33762827906917897,-0.2369649341313949,0.10190472826069476,-1.032046596043867,-0.6198963366112468,-0.4684494631137255
0.17455072789110257,-0.024652012719007483,-0.06996866600298225,2.4522896297215824,1.3996271226329744,0.5783722210450198,0.8748026589696024,1.5050656712738577,1.7346929690753006,2.4000864184276636,0.6607387214693905,-1.032046596043867,1.609946600839281,0.1417025436366917
0.17455072789110257,0.3046687678784213,-0.25881796695570086,-0.33448123589028955,-0.2805475459990649,-0.33839460784610575,-0.18766311802355665,-0.3691446452433071,-0.24420774919416788,-0.16558298189686968,-0.36845554688186577,-1.032046596043867,-0.6198963366112468,0.16800219910007178
-0.2895976355846178,-0.3304498804166199,-0.25881796695570086,-0.5094354606372232,-0.2602433203962608,-0.4541337815625986,-0.33781189142351153,-0.2048396295873283,-0.31328035002858373,-0.2096865920286511,-0.27248405609826154,1.3135138495103764,-0.6198963366112468,-0.2975017026017552
-0.3917102755492763,-0.49511027071533426,-0.25881796695570086,-0.5162045229042177,-0.3445058566478978,-0.4610816498936039,-0.4618478346669525,-0.2864255683958143,-0.3115356321187229,-0.20530466337695344,-0.3224692075480554,1.3135138495103764,-0.6198963366112468,-0.40270032445527537
-0.2988806028541322,-0.37749570621625256,-0.1171809912411619,2.5126904930270713,0.8767933133607689,2.5265896801390544,0.8046244279239713,1.0574761458661914,1.0492531955923619,0.5219951432937503,0.9836427998350591,-1.032046596043867,-0.6198963366112468,-0.30276163369443115
-0.20295660773581667,-0.30692696751680354,-0.35324261743206015,-0.3376054184750562,-0.2236957143112134,-0.37383753110427187,-0.1566541322126964,-0.18784255900222704,-0.26945407775551233,-0.1678073960597544,-0.16851494108269022,-1.032046596043867,1.609946600839281,-0.226492632850629
0.1497961485057308,0.35171459367805397,-0.06996866600298225,-0.4141478918018397,-0.16684388262336192,-0.37867465462585786,-0.15339002844313215,-0.1731117644951393,-0.26385535610446637,-0.18229117549628177,-0.19100825923509746,1.3135138495103764,-0.6198963366112468,0.16274226800739575
-0.3978989203956192,-0.2834040546169872,-0.16439331647934155,-0.23711087866506156,0.3214727431240767,-0.3569515726289173,-0.20724774064094206,0.4750431938167218,-0.2467597246444121,-0.12816933917226028,0.055418537412386434,-1.032046596043867,-0.6198963366112468,-0.3790306345382333
-0.3205408598163325,-0.11874366431827284,-0.25881796695570086,-0.687253519420193,-0.5526241690766398,-0.5132346362263397,-0.5760914666017007,-0.5402484891333263,-0.3361049059687781,-0.2435378271089414,-0.4874202073323753,0.14073362673325474,1.609946600839281,-0.30013166814809317
0.3911532975131054,0.4693291581771356,-0.16439331647934155,-0.24648342641936158,-0.015577401882471358,-0.31711126435112763,0.20729343809371598,-0.06433051275049127,-0.2308098780803858,-0.14007748115702645,-0.12502785932136953,1.3135138495103764,-0.6198963366112468,0.3757694772607742
-0.43812511189684833,-0.37749570621625256,-0.2116056417175212,-0.7381516606970167,-0.5840957187609862,-0.5384316523887828,-0.605468400527779,-0.5413816271723331,-0.34817470822580043,-0.2535895031382173,-0.49541783156434227,0.14073362673325474,-0.6198963366112468,-0.4263700143723174
-0.3298238270858469,-0.23635822881735452,-0.3060302921938805,-0.580510614440665,-0.011516556761910537,-0.47743992216660364,-0.21704005194963477,0.08297743232038625,-0.3213008443007798,-0.2208922874356642,-0.13402518658233242,0.14073362673325474,-0.6198963366112468,-0.3238013580651352
