temp,atemp,hum,hr_17,hr_18,yr_1,hr_4,hr_3,hr_8,hr_5,hr_2,hr_1,season_3,hr_16,hr_19,cnt
1.6774996789607806,1.5514958586434242,-0.7631211632922801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.05768358855228208
0.74270727230152,0.7583633071591229,0.3253574591042863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.17897082158334493
-0.5036826032441613,-0.3879838142085023,-1.0222827400533674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8574837152275557
0.3272439804529598,0.3172815213740164,0.5326867205131564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01949919610384882
0.74270727230152,0.8462305230609054,-0.6594565325878451,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.3362220808003125
-0.8152800721305815,-1.005381933889239,-1.0741150554055847,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.7909200427855256
-1.230743363979142,-1.3580146016804981,0.37718977445650387,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.86258977139479
0.74270727230152,0.7583633071591229,0.1180281976954169,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.6712791546466317
-1.023011718054862,-1.0932491497910213,-0.0893010637134531,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8901550516291225
0.015646511566539217,0.05251606948453951,-1.8515997856888464,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.362548016022108
2.1968287937714814,2.433077528121573,-1.0741150554055847,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.26758671821284097
0.74270727230152,0.8462305230609054,-1.1259473707578023,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5101611842749667
0.74270727230152,0.7583633071591229,0.5326867205131564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7964330988323921
-0.9191458950927217,-0.8290655999936092,0.16986051304763441,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.895668107675989
0.8465730952636602,0.8462305230609054,-0.6594565325878451,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.9728508923321199
-0.9191458950927217,-0.8290655999936092,-0.9186181093489323,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3227172786815059
0.015646511566539217,0.05251606948453951,0.27352514375206943,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7798939306917927
-1.6462066558277024,-1.6221981514779105,-0.8149534786444975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.7082242020825282
-1.023011718054862,-1.0932491497910213,-0.7112888479400625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16283865332237762
0.6388414493393798,0.8462305230609054,-1.7479351549844118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.15140554134901246
1.2620363871122204,1.1988631908521648,-0.03746874836123561,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.51691358533437
1.2620363871122204,1.1988631908521648,-0.24479800977010563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2103193022270113
-1.023011718054862,-0.8290655999936092,1.2583391354442008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.8901550516291225
-1.230743363979142,-1.269565483686651,-0.7631211632922801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6696328097544628
-0.9191458950927217,-0.740616481999762,1.569333027557506,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.027981452800785
1.7813655019229209,1.4636286427416416,-1.4887735782233242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.1717279098989457
0.2233781574908196,0.2294143054722339,0.7400159819220263,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8884251959915896
-1.5423408328655623,-1.269565483686651,1.2065068200919833,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0390075648945178
1.2620363871122204,1.022546856956535,-1.4369412628711071,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9787709482586185
0.3272439804529598,0.3172815213740164,-1.6961028396321942,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48259590404063424
-0.6075484262063015,-0.47643293220234983,-0.8667857939967147,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.807459210926125
