temp,atemp,hum,yr_1,season_3,weathersit_3,mnth_2,windspeed,mnth_9,mnth_6,mnth_8,mnth_12,mnth_7,season_2,mnth_3,cnt
0.8465730952636602,0.7583633071591229,1.0510098740353309,1.0,1.0,0.0,0.0,-1.5538438052971002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.342632647351807
0.3272439804529598,0.3172815213740164,-0.34846264047454006,0.0,0.0,0.0,0.0,-1.5538438052971002,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5648847448639994
1.2620363871122204,1.3751795247477945,0.5845190358653739,1.0,1.0,0.0,0.0,0.8860731662687755,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.6696328097544628
-1.8539383017519826,-1.8869636033673876,1.2065068200919833,0.0,0.0,0.0,0.0,-0.4560855162475286,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2510475500722415
0.015646511566539217,0.05251606948453951,0.27352514375206943,1.0,0.0,0.0,0.0,-0.6996685170939712,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.851563659301057
1.05430474118794,1.1109959749503824,1.1028421893875484,1.0,1.0,0.0,0.0,-0.2116851227807959,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5741810013201996
1.1581705641500804,1.1988631908521648,0.37718977445650387,1.0,1.0,1.0,0.0,0.03189787806564658,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1992931901332782
-1.1268775410170018,-0.9169328158953917,1.569333027557506,0.0,0.0,0.0,0.0,-1.5538438052971002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6700398096340949
0.74270727230152,0.49359785526964606,1.6211653429097228,0.0,0.0,0.0,0.0,-1.5538438052971002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.873615883488523
0.015646511566539217,0.05251606948453951,1.3101714507964184,1.0,0.0,0.0,0.0,-0.4560855162475286,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.6586066976607298
-1.3346091869412822,-1.269565483686651,1.5175007122052884,0.0,0.0,0.0,0.0,-0.6996685170939712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5483455767233999
